ID,name,information,weight,alias,birthDate,birthPlace,birthYear,debutTeam,draftYear,formerTeam,height,position,team
730,Arthur Jones (American football),Arthur Willis Jones III (born June 3 1986) is an American football defensive end for the Indianapolis Colts of the National Football League. He was drafted by the Baltimore Ravens in the fifth round of the 2010 NFL Draft. He played college football at Syracuse. He is also the older brother of UFC Light Heavyweight Champion Jon Jones and New England Patriots defensive end Chandler Jones.,142.884,NULL,1986-06-03,Rochester New York,1986-01-01T00:00:00+02:00,Baltimore Ravens,2010-01-01T00:00:00+02:00,{Baltimore Ravens|Indianapolis Colts},1.905,NULL,Indianapolis Colts
733,Arthur Moats,Arthur Moats (born March 14 1988) is an American football linebacker for the Pittsburgh Steelers of the National Football League (NFL). He was drafted by the Buffalo Bills in the sixth round of the 2010 NFL Draft. Moats played college football at James Madison where he was team captain. He is well known for delivering the hit on Minnesota Vikings quarterback Brett Favre that ended Favre's streak of consecutive starts the following week at 297.,113.4,NULL,3/14/1988,Norfolk Virginia,1988-01-01T00:00:00+02:00,Buffalo Bills,2010-01-01T00:00:00+02:00,{Buffalo Bills|Pittsburgh Steelers},1.8796,NULL,Pittsburgh Steelers
744,Arvell Nelson,Arvell Nelson (born September 27 1988) is an American football quarterback for the Pittsburgh Power of the Arena Football League (AFL). He was signed by the Spokane Shock as an undrafted free agent in 2012. He played college football at University of Iowa before transferring to Fort Scott Community College and Texas Southern University.,102.06,NULL,9/27/1988,Cleveland,1988-01-01T00:00:00+02:00,NULL,NULL,{Spokane Shock|Pittsburgh Power|Alabama Hammers},1.9558,NULL,Pittsburgh Power
747,Asante Samuel,Asante T. Samuel (born January 6 1981) is an American football cornerback who is currently a free agent. He played college football for the University of Central Florida (UCF) and was drafted by the New England Patriots in the fourth round of the 2003 NFL Draft. An All-Pro and Pro Bowl selection in 2007 and Pro Bowl selections in 2008 2009 and 2010 Samuel won two Super Bowl rings with the New England Patriots and has reached the postseason eight of his first nine seasons in the NFL.,83.916,Samuel Asante T.,1/6/1981,Fort Lauderdale Florida,1981-01-01T00:00:00+02:00,New England Patriots,2003-01-01T00:00:00+02:00,{Atlanta Falcons|New England Patriots|Philadelphia Eagles},1.778,Cornerback,Free agent
752,Ashlee Palmer,Ashlee Palmer (born April 7 1986 in Compton California) is an American football linebacker for the Detroit Lions of the National Football League. He was signed by the Buffalo Bills as an undrafted free agent in 2009. He played college football at Mississippi. On May 26 2012 Palmer was inducted into the Compton Community College Athletics Hall of Fame under the category of Football.,107.0496,NULL,4/7/1986,Compton California,1986-01-01T00:00:00+02:00,Buffalo Bills,NULL,{Buffalo Bills|Detroit Lions},1.8542,Linebacker,Detroit Lions
761,Aubrayo Franklin,Aubrayo Razyo Franklin born August 27 1980) is an American football defensive tackle for the Indianapolis Colts of the National Football League. He was drafted by the Baltimore Ravens in the fifth round of the 2003 NFL Draft. He played college football for the University of Tennessee Volunteers.He has also played for the San Francisco 49ers New Orleans Saints and San Diego Chargers.,145.152,NULL,8/27/1980,Johnson City Tennessee,1980-01-01T00:00:00+02:00,Baltimore Ravens,2003-01-01T00:00:00+02:00,{Baltimore Ravens|Indianapolis Colts|New Orleans Saints|San Diego Chargers|San Francisco 49ers},1.8542,NULL,NULL
764,Augustus Parrish,Augustus Gus Parrish (born March 19 1987 in Temple Hills Maryland) was an American football offensive tackle for the Cincinnati Bengals of the National Football League. He was signed by the New Orleans Saints as an undrafted free agent in 2009. He played college football at Kent State.,137.4408,NULL,3/19/1987,NULL,1987-01-01T00:00:00+02:00,NULL,NULL,{Cincinnati Bengals|New Orleans Saints|Orlando Predators},1.9304,NULL,Orlando Predators
768,Austen Lane,Austen D. Lane (born November 9 1987) is an American football defensive end for the Chicago Bears of the National Football League (NFL). He was drafted by the Jacksonville Jaguars in the fifth round of the 2010 NFL Draft. He played college football at Murray State. He has also been a member of the Kansas City Chiefs and Detroit Lions.,120.204,NULL,11/9/1987,Evanston Illinois,1987-01-01T00:00:00+02:00,Jacksonville Jaguars,2010-01-01T00:00:00+02:00,{Chicago Bears|Detroit Lions|Jacksonville Jaguars|Kansas City Chiefs},1.9812,NULL,Chicago Bears
769,Austin Collie,Austin Kirk Collie (born November 11 1985) is a Canadian-American football wide receiver who is currently a free agent. He was drafted by the Indianapolis Colts in the fourth round (127th overall) in the 2009 NFL Draft. He played college football for the Brigham Young University Cougars.,92.5344,NULL,11/11/1985,Hamilton Ontario Canada,1985-01-01T00:00:00+02:00,Indianapolis Colts,2009-01-01T00:00:00+02:00,{Indianapolis Colts|New England Patriots|San Francisco 49ers},1.8288,NULL,NULL
770,Austin Davis,Austin Davis (born June 2 1989) is a quarterback for the St Louis Rams of the National Football League (NFL). A walk-on to the Golden Eagles program Davis redshirted the 2007 season and became the starter a year later. He ended the year with a combined total of 15 school records for both game and single-season marks and led the Golden Eagles to a bowl game victory in the 2008 New Orleans Bowl.,100.2456,NULL,1989-06-02,Ringgold Georgia,1995-01-01T00:00:00+02:00,NULL,NULL,{Miami Dolphins|St. Louis Rams},1.8796,Quarterback,St. Louis Rams
772,Austin Howard,Austin Howard (born March 22 1987) is an American football offensive tackle for the Oakland Raiders of the National Football League (NFL). He was signed by the Philadelphia Eagles as an undrafted free agent in 2010. He played college football at Northern Iowa.Howard has also been a member of the Baltimore Ravens and New York Jets.,151.0488,NULL,3/22/1987,Davenport Iowa,1987-01-01T00:00:00+02:00,Philadelphia Eagles,NULL,{Baltimore Ravens|New York Jets|Oakland Raiders|Philadelphia Eagles},2.0066,NULL,Oakland Raiders
775,Austin Pasztor,Austin William Pasztor (born November 26 1990 in Langton Ontario) is an American football offensive tackle for the Jacksonville Jaguars of the National Football League.Pasztor finished his college eligibility with the Virginia Cavaliers. He was selected fourth overall by the Edmonton Eskimos in the 2012 CFL Draft.,139.7088,NULL,11/26/1990,Communities in Norfolk County Ontario,1990-01-01T00:00:00+02:00,Jacksonville Jaguars,NULL,{Jacksonville Jaguars|Minnesota Vikings},2.0066,NULL,Jacksonville Jaguars
776,Austin Pettis,Austin Pettis (born February 8 1989) is an American football wide receiver for the St. Louis Rams of the National Football League. He was drafted in the 3rd round 78th overall in the 2011 NFL Draft.,93.8952,NULL,2/8/1989,Anaheim California,1989-01-01T00:00:00+02:00,St. Louis Rams,2011-01-01T00:00:00+02:00,St. Louis Rams,1.905,Wide receiver,St. Louis Rams
780,Austin Spitler,Austin Spitler (born October 26 1986) is an American football linebacker for the Miami Dolphins of the National Football League. He played college football at Ohio State where he was a starter and captain.,113.4,NULL,10/26/1986,Dayton Ohio,1986-01-01T00:00:00+02:00,Miami Dolphins,2010-01-01T00:00:00+02:00,Miami Dolphins,1.8796,NULL,Miami Dolphins
